#{"t_start": 1733280591.379561, "env_id": "BipedalWalker-v3"}
r,l,t
314.963112,663,43618.014376
314.017031,682,43621.441154
314.045666,684,43624.688852
315.884934,665,43627.778344
317.711664,657,43630.881442
317.044821,673,43634.064517
315.294845,671,43637.235894
318.448111,664,43640.528281
313.719277,697,43643.767196
314.307178,671,43647.968921
316.930185,676,43651.373692
313.776357,693,43654.6666
315.845468,679,43657.787261
315.609646,683,43661.103467
315.116727,684,43664.293772
316.111009,696,43667.466282
318.939752,654,43670.439615
315.634312,657,43673.493801
316.209771,669,43676.594816
317.347736,673,43679.855258
314.668079,663,43682.962738
316.661586,681,43686.101845
319.185062,660,43689.190037
315.881849,659,43692.256107
314.141188,674,43696.358392
316.996602,664,43699.49753
315.141573,689,43702.508453
313.516236,691,43705.688927
315.252413,697,43708.873778
312.541787,736,43712.525812
315.467444,687,43715.691227
314.071457,701,43718.923647
312.504872,683,43722.059061
314.563598,684,43725.278172
317.197228,651,43728.364064
316.486311,667,43731.424391
316.678707,676,43734.58523
316.134288,654,43737.577202
312.712986,688,43740.947096
313.847884,693,43745.131113
314.711516,692,43748.306556
313.93292,679,43751.485589
316.843437,671,43754.757955
317.45926,664,43758.072685
314.340342,664,43761.410807
314.109544,690,43764.859872
313.887856,678,43768.237253
313.914723,657,43771.883634
317.583261,673,43775.486804
316.921517,690,43779.079229
316.338269,679,43782.497438
313.302986,802,43786.624273
312.62537,774,43790.493103
318.429624,681,43795.026009
317.570344,683,43798.444547
319.807237,676,43802.133748
317.535569,677,43805.54546
317.388197,677,43809.063014
316.344917,684,43812.548144
314.91631,686,43816.102213
318.809217,667,43819.431504
318.499,674,43822.729132
319.254101,670,43825.946517
319.308351,663,43829.205685
318.45022,681,43833.017963
318.334013,687,43836.363524
316.332586,688,43839.662294
313.269676,681,43843.038207
311.868105,708,43847.503479
310.733556,726,43850.884978
308.7634,718,43854.227264
313.809989,691,43857.431651
312.97148,690,43860.852852
316.55317,691,43863.947938
318.569533,671,43867.061947
317.661488,693,43870.332529
318.779066,684,43873.514931
317.936402,675,43876.695819
317.375987,687,43879.934894
318.297303,686,43883.150011
320.61522,683,43886.318838
318.084106,676,43889.627718
318.737576,684,43893.941796
315.813486,712,43897.245229
313.47798,699,43900.481285
318.978417,681,43903.616889
319.430216,694,43906.837935
320.132523,672,43909.903956
316.451254,673,43912.965381
316.475847,691,43916.179666
317.633289,676,43919.236694
317.433852,666,43922.584162
315.877313,671,43925.673745
314.572148,690,43928.868519
317.559052,671,43931.929183
319.644639,671,43935.01204
319.161027,674,43938.114732
314.641439,701,43943.900916
316.440838,694,43947.148093
314.155263,678,43950.521941
316.554456,696,43953.80354
315.626867,700,43957.166058
316.059848,672,43960.324448
315.816848,684,43963.542124
309.494471,734,43967.122139
312.635296,673,43970.37714
314.575644,677,43973.597812
312.936936,688,43976.839233
314.810475,678,43980.219043
318.431812,681,43983.433562
316.902214,678,43986.626973
313.673476,669,43989.774481
309.988956,693,43994.103232
314.19203,693,43997.370736
314.259129,703,44000.723685
313.26533,693,44003.944259
306.941397,742,44007.415425
310.749984,679,44010.796258
315.020259,670,44013.95181
314.411047,684,44017.106012
319.094584,677,44020.396852
316.619098,684,44024.32964
315.749466,697,44027.948929
314.470986,690,44031.332782
315.69212,655,44034.455435
316.017792,680,44037.655828
317.934744,655,44041.950086
315.60134,659,44044.982198
317.808257,673,44048.134797
315.687818,660,44051.226186
314.753984,657,44054.26626
314.760383,680,44057.469566
316.745459,672,44060.576415
314.829403,698,44063.802611
316.198871,669,44066.897428
317.583034,680,44070.235395
317.519614,672,44073.428824
313.516435,674,44076.563683
315.141356,705,44079.811997
316.407462,714,44083.135609
317.096183,683,44086.279239
316.927514,684,44090.419295
316.05223,662,44093.401748
313.97498,667,44096.464902
317.357565,674,44099.569066
317.353507,665,44102.726655
315.560786,677,44105.862928
317.184131,713,44109.219997
317.436222,701,44112.41527
315.881619,713,44115.685144
315.13013,703,44118.986511
307.459724,725,44122.333632
313.677396,701,44125.521931
315.489708,740,44128.966378
319.3048,732,44132.631159
318.918802,715,44136.951384
318.743365,678,44140.149677
318.256869,672,44143.256585
316.33554,675,44146.339712
317.664508,680,44149.483135
320.482056,670,44152.542604
319.839481,675,44155.658011
318.017982,677,44158.769732
318.78894,694,44162.200377
319.095758,692,44165.35466
316.954329,683,44168.5321
316.859001,694,44171.725704
312.685335,710,44174.976886
315.339815,705,44178.108746
313.187946,717,44181.399609
320.120545,693,44185.645923
322.614694,683,44188.87967
316.345615,678,44192.283991
-26.295851,221,44193.322619
320.206695,671,44196.448955
321.073371,660,44199.533116
322.230197,680,44202.663313
316.191609,691,44205.836831
316.184048,707,44209.129749
320.671973,661,44212.122242
316.985537,661,44215.139552
320.24653,673,44218.234163
319.257035,695,44221.617589
320.169229,689,44224.764683
317.186688,689,44227.949219
318.649423,674,44232.148671
320.261355,676,44235.255752
320.439188,685,44238.431638
318.652904,672,44241.650478
318.452848,688,44244.854338
318.677046,660,44247.959731
318.493597,656,44251.220025
321.323803,663,44254.252864
319.338529,667,44257.265433
319.009608,670,44260.423845
318.161189,684,44263.577976
318.035976,677,44266.673154
316.990711,695,44269.873522
317.570731,702,44273.069772
317.151083,698,44276.25166
318.082158,689,44280.766037
318.367587,683,44283.938417
316.938065,701,44287.115863
313.872594,709,44290.464429
318.279045,679,44293.690061
319.158799,686,44296.852539
319.367123,695,44300.133316
316.658842,696,44303.320421
315.597549,712,44306.688295
313.082645,690,44310.15325
317.060615,675,44313.341056
314.682644,696,44316.532724
314.748329,694,44319.721195
315.83681,701,44322.948871
316.553835,703,44327.146839
315.628963,678,44330.25778
314.185219,693,44333.28987
313.913739,704,44336.488045
316.846512,680,44339.726895
315.438909,733,44343.216554
315.015503,723,44346.508565
315.421145,723,44349.910071
314.722432,704,44353.147753
318.381682,697,44356.358506
319.764547,683,44359.574883
321.081107,691,44362.750347
322.951421,678,44365.885308
320.519238,690,44369.065623
320.822362,651,44372.285974
320.538567,653,44376.305049
318.174547,702,44379.619235
317.964697,713,44382.962998
312.989775,730,44386.373077
318.901279,681,44389.608254
318.345824,721,44392.983283
319.149983,673,44396.139436
316.458518,698,44399.447416
318.487578,701,44403.077565
319.486478,671,44406.233091
317.340189,670,44409.479236
315.672203,678,44412.58062
318.877457,726,44416.010633
319.578907,702,44419.33498
320.309476,661,44423.506201
318.636766,701,44426.717689
316.955092,690,44430.144578
316.661385,703,44433.467733
319.002932,691,44436.62188
318.648798,729,44440.000024
319.408171,690,44443.173123
321.296176,700,44446.37845
320.28336,731,44449.764068
319.109377,722,44453.057837
318.24317,727,44456.382652
317.545499,723,44459.812751
316.661127,735,44463.266935
318.413764,706,44466.472976
319.360493,679,44470.596882
316.021159,691,44473.714993
318.604459,719,44477.111456
322.635414,681,44480.298435
322.273528,679,44483.39535
317.497737,763,44486.889978
320.864888,701,44490.230361
321.170681,730,44493.609289
314.186329,748,44497.018717
311.591082,839,44500.926856
318.902197,694,44504.107044
319.899845,672,44507.161714
320.565043,655,44510.180773
321.255851,653,44513.158463
320.479355,676,44517.215164
320.023511,670,44520.517827
320.651803,664,44523.607824
318.310425,659,44526.595226
320.554577,673,44529.782804
321.158309,666,44532.837381
320.915231,678,44535.945959
321.756948,664,44539.076215
322.119273,672,44542.171068
318.54895,707,44545.426424
317.515977,665,44548.526869
75.049956,443,44550.824373
37.381099,357,44552.516151
320.241968,680,44555.643427
321.626939,660,44558.729311
317.409461,659,44561.786199
320.065849,671,44565.729426
318.212883,664,44568.748288
321.74776,659,44571.784188
320.298607,652,44574.755008
320.183726,673,44577.788644
316.772582,674,44581.136754
317.79912,677,44584.247254
319.564859,680,44587.321889
316.473379,686,44590.646127
316.282719,667,44593.669977
316.567117,658,44596.684407
12.544869,290,44598.14561
317.316935,662,44601.569308
316.914653,656,44604.558179
318.94668,671,44607.618899
319.290287,681,44611.013084
319.68891,661,44615.038461
315.057092,681,44618.134559
316.501132,691,44621.399185
314.091538,748,44624.833218
315.648176,661,44627.846938
318.163655,641,44630.804623
319.87587,651,44633.786406
317.10444,656,44636.780586
315.58725,670,44640.031112
318.042744,696,44643.257545
317.679303,695,44646.463883
317.36959,697,44649.724835
318.103644,668,44652.817754
317.300658,679,44655.95398
319.78351,673,44660.093851
317.438938,675,44663.208256
317.696973,671,44666.381412
315.949361,666,44669.432843
317.97312,677,44672.896328
317.358161,702,44676.127745
318.656318,692,44679.283047
316.613275,697,44682.503446
314.857305,708,44685.743984
317.568462,674,44688.852516
139.682726,518,44691.224113
317.536924,656,44694.228723
317.245007,662,44697.252008
1.623975,277,44698.519357
317.738386,660,44701.780146
318.92159,660,44704.823826
317.025757,654,44708.843615
315.7983,692,44712.071964
314.187588,675,44715.179555
314.206916,672,44718.27058
314.596708,673,44721.369526
315.437833,683,44724.462605
315.530063,682,44727.598741
316.022787,729,44731.257617
317.641657,678,44734.46958
317.265779,671,44739.522828
315.621636,694,44743.487552
315.661959,690,44746.737122
313.213127,692,44749.965836
318.689531,662,44753.065873
317.866449,662,44756.165657
316.725766,680,44760.611118
315.092062,681,44763.916848
317.457583,661,44767.037592
316.418897,701,44770.586309
318.31421,689,44774.247026
317.395693,694,44777.710326
316.550949,692,44781.063001
317.854168,685,44784.319455
316.061048,693,44787.60544
316.276216,685,44791.18823
315.124403,713,44794.702312
315.335403,682,44797.896167
314.541161,692,44801.116816
312.733716,711,44804.351344
314.231701,705,44808.616848
317.463256,693,44811.768718
317.172737,705,44814.996159
322.019283,703,44818.213996
317.945811,699,44821.680356
318.275619,669,44824.780804
318.731893,674,44827.854832
317.868825,673,44831.018182
318.583716,665,44834.190805
316.173613,696,44837.370048
316.884813,688,44840.606221
316.896435,680,44843.758516
317.635473,700,44846.995607
319.194722,671,44850.298008
319.372517,664,44853.460227
320.040603,662,44857.441926
319.892963,657,44860.480742
318.945477,692,44863.681151
318.125377,680,44866.831348
316.213344,662,44869.882808
315.806509,666,44872.97099
318.132409,653,44875.962992
317.720064,654,44878.852645
316.614826,669,44882.138197
317.280241,660,44885.200118
318.095368,663,44888.285217
319.21746,664,44891.356929
317.861311,670,44894.493711
313.502477,692,44897.678062
316.919935,675,44900.810486
317.466346,669,44904.921761
319.38937,674,44908.020968
315.571921,684,44911.45413
315.588014,680,44914.658208
316.900774,713,44917.942543
315.394324,725,44921.481376
317.934955,715,44924.79715
319.509342,691,44928.028811
316.738181,703,44931.269035
319.088117,684,44934.450237
319.216684,662,44937.482228
318.316802,685,44940.850794
319.107534,670,44943.982522
318.186221,682,44947.12407
314.497317,699,44951.396012
316.089819,688,44954.58279
314.863376,719,44957.751481
318.93139,700,44961.062319
317.091588,694,44964.367284
318.725351,680,44967.498953
317.672204,679,44970.842698
319.290178,670,44974.154747
320.32376,673,44977.246911
315.162653,748,44980.699851
319.587926,670,44983.816343
319.392526,684,44986.965816
317.026976,691,44990.134348
315.708645,676,44993.264061
314.077409,696,44996.467772
318.417365,670,45000.773294
316.671609,669,45003.88887
316.157362,688,45007.007427
316.283994,671,45010.115731
313.624267,684,45013.316007
316.906514,666,45016.413981
315.911862,675,45019.613649
315.692041,665,45022.716174
313.488896,681,45025.892287
311.570343,706,45029.169118
313.898334,697,45032.727588
314.649527,671,45035.76145
316.348038,705,45039.142207
316.377046,679,45042.315369
315.843695,666,45046.50069
315.541302,683,45049.641769
313.538493,678,45052.781977
314.647851,678,45055.93813
312.818362,685,45059.08641
314.208936,671,45062.440151
316.645037,696,45065.668759
317.822157,685,45068.824862
318.058196,683,45071.979786
318.487028,666,45075.054315
316.252042,685,45078.216752
314.130886,698,45081.464549
313.748536,692,45084.679329
307.694438,735,45088.075233
315.316939,667,45091.413314
317.028228,666,45095.582887
315.710183,677,45098.669426
318.256089,678,45101.853804
314.429196,681,45105.015358
316.347918,680,45108.13482
316.176366,675,45111.159853
316.664798,683,45114.21624
315.508498,688,45117.365128
315.324798,669,45120.687658
313.419467,706,45123.947266
316.086917,681,45127.078711
315.132096,703,45130.326474
317.026801,683,45133.45774
316.249155,679,45136.593905
315.91341,676,45139.923284
313.936389,676,45144.152764
315.122888,678,45147.291661
317.987442,670,45150.57877
317.404361,678,45153.793069
322.007301,661,45156.879381
314.984453,684,45160.057905
316.409454,677,45163.177285
317.238713,674,45166.294822
318.17556,661,45169.342147
314.087578,672,45172.424989
313.842614,687,45175.617504
318.748627,642,45178.550814
