#{"t_start": 1736958512.554267, "env_id": "None"}
r,l,t
-31.59194,37,349.37457
-13.64482,25,349.405622
-28.059553,45,349.477624
-14.819812,17,349.497427
-34.604443,25,349.533908
-27.465409,32,349.579558
-31.356466,32,349.625633
-3.619428,12,349.640222
-20.272786,16,349.660221
-27.209617,20,349.687983
-25.839922,20,349.714867
-11.510671,17,349.736992
-12.592392,18,349.762826
-10.000368,11,349.775508
-21.892374,23,349.813803
-17.05023,32,349.866732
-23.663569,35,349.914
-62.779543,65,349.996922
-14.100152,22,350.033454
-16.405868,23,350.063489
-17.428813,20,350.087503
-16.098822,24,350.114533
-30.677784,17,350.136041
-13.808173,14,350.152207
-7.313874,25,350.187774
-10.660466,17,350.209206
-28.569264,18,350.231066
-9.237,13,350.248223
-8.902335,14,350.265016
-14.078898,22,350.291676
-32.68272,37,350.351488
-6.629605,13,350.367655
-27.260103,29,350.406791
-7.458918,13,350.42133
-16.722071,20,350.447922
-12.660276,19,350.477517
-57.320023,40,350.542102
-30.851672,29,350.886488
-4.363866,17,350.910985
-19.690132,17,350.934576
-27.519059,22,350.963191
-7.751899,16,350.982064
-10.949102,14,351.002002
-7.491154,14,351.01964
-7.193608,16,351.040755
-58.435304,51,351.116207
-60.189943,63,351.211626
-10.246582,12,351.22596
-39.44357,31,351.267846
-6.888365,13,351.282951
-11.368294,16,351.301647
-29.33195,26,351.335685
-39.841435,24,351.373429
-13.633496,13,351.392138
-5.972203,14,351.413873
-26.89543,23,351.451893
-8.503753,11,351.468646
-12.414118,17,351.500066
-6.710266,13,351.521373
-9.80262,16,351.540526
-14.904344,16,351.560865
-10.881964,20,351.591248
-7.617801,14,351.608356
-28.275212,40,351.66331
-25.699815,16,351.686992
-97.178887,86,351.798962
-16.311274,17,351.829327
-19.08883,21,351.852065
-17.839841,28,351.887977
-5.081954,17,351.908882
-10.471382,17,351.929942
-9.07195,12,351.944384
-13.129529,16,351.966137
-8.453622,12,351.981223
-26.831099,21,352.00754
-6.713667,17,352.028529
-12.878646,17,352.050946
-14.602292,25,352.085509
-9.682899,14,352.103027
-9.740659,12,352.117543
-18.973271,18,352.142705
-42.356991,37,352.188731
-43.290506,35,352.242189
-5.631895,16,352.265224
-3.375968,18,352.291113
-15.636604,21,352.315446
-7.676639,15,352.336441
-16.927626,22,352.3667
-9.327575,22,352.397421
-13.490209,19,352.423147
-3.422851,14,352.439311
-19.568309,30,352.484796
-7.17147,12,352.500907
-10.817704,17,352.522441
-26.988847,34,352.568836
-8.231097,13,352.585766
-10.129803,19,352.609818
-9.363822,14,352.627751
-20.808354,32,352.66852
-9.185076,21,352.699089
-5.336306,12,352.713502
-29.370403,24,352.744493
-7.787922,12,352.75903
-9.950437,13,352.776228
-18.320363,23,352.806556
-7.234898,14,352.823284
-25.032964,19,352.849675
-9.652544,19,352.872864
-24.260668,15,352.892617
-10.577279,20,352.92156
-13.025416,16,352.94154
-33.435952,20,352.967038
-6.549034,13,352.983719
-7.32758,14,353.001377
-9.177555,19,353.028598
-8.734258,15,353.047038
-26.408726,16,353.068339
-1.474384,11,353.08134
-11.124269,14,353.099005
-14.653139,21,353.124837
-17.703731,15,353.142233
-8.573434,12,353.15661
-6.409547,10,353.168326
-10.298142,23,353.201022
-9.255283,14,353.21666
-12.51105,15,353.235366
