#{"t_start": 1733529223.051278, "env_id": "BipedalWalker-v3"}
r,l,t
319.839125,799,22408.394443
318.786777,809,22415.487183
319.189798,805,22422.346545
321.059098,801,22429.080625
319.890554,791,22435.8558
321.833228,785,22442.531914
213.093395,792,22448.740001
320.963476,801,22455.26809
108.083845,553,22459.85317
321.927328,805,22466.479526
321.521877,801,22473.145345
320.972204,810,22479.735994
319.747324,813,22486.379809
321.016226,808,22494.351943
321.466205,807,22501.062733
321.673511,781,22507.397515
320.61427,788,22513.870671
320.784661,796,22520.32501
320.688571,800,22526.870314
321.02785,780,22533.380246
318.732404,786,22539.636467
150.683087,637,22544.673607
323.41372,789,22551.261239
320.118015,791,22557.779117
320.075036,790,22564.463097
318.280344,787,22570.896434
321.513332,808,22578.786308
319.905727,799,22585.350839
319.808583,800,22592.035075
321.326279,812,22599.081035
318.760097,791,22605.561141
322.861606,799,22612.157952
320.425841,795,22618.900121
321.030157,825,22625.827126
320.611568,824,22632.475367
318.879895,836,22639.191497
321.694289,821,22646.042026
321.044524,808,22652.844994
322.111707,814,22660.799703
322.562893,805,22667.573782
318.977962,827,22674.566553
323.115404,817,22681.355609
321.131058,823,22688.068068
-9.989192,278,22690.33197
322.625585,812,22697.083287
322.747664,803,22703.81737
320.909162,833,22710.740286
322.681009,798,22717.270664
54.223659,419,22720.743281
322.726474,798,22727.022559
321.577274,790,22733.715023
322.083007,808,22740.501021
321.513882,819,22748.655973
322.495342,790,22755.231293
319.321275,850,22762.201655
319.932587,821,22768.963103
322.663498,796,22775.847767
320.396089,802,22782.548751
320.416626,823,22789.566828
322.253939,797,22796.271698
318.65516,831,22803.331867
321.450494,812,22810.047208
320.052634,786,22816.479354
320.209265,809,22822.747736
322.555769,806,22830.903016
322.646152,819,22837.698256
321.618865,797,22844.364709
319.36213,821,22851.313526
321.351237,805,22858.160363
320.701399,844,22865.386066
321.436717,816,22872.24165
320.089076,818,22879.355806
322.774202,797,22886.084819
322.510008,799,22893.331746
322.072047,798,22900.235585
320.338167,803,22907.144629
324.281495,802,22915.176621
323.001642,822,22922.389009
322.404425,798,22929.212212
323.487284,788,22935.821382
321.360629,824,22942.708081
321.723239,811,22949.424539
322.856384,819,22956.296931
321.779594,806,22962.938024
-143.409888,1600,22976.340619
-150.522876,1600,22989.713435
-179.296596,1600,23005.561276
-178.908145,1600,23018.979748
-179.005666,1600,23032.40792
-180.23602,1600,23045.828787
-178.838768,1600,23059.028434
-104.003422,75,23059.64711
-97.666205,78,23060.286262
319.03468,887,23067.633731
-160.251083,1600,23081.196563
-97.036292,75,23081.817654
321.190484,825,23090.112185
